accidentDay;district;streetName;accidentType;mainAccidentCause;totalParticipantsAmount;latitude;longitude;Count_Без ушкоджень;Count_Загинув;Count_Легко травмований;Count_Тяжко травмований;Is_Intersection;Year;Month;DayOfWeek;Hour;settlement_grouped;Simple_Type;Simple_Cause
четвер;Сихівський;Сихівська;наїзд на пішохода - пішохід рухався у зустрічному напрямку;Невідомо;2;49.794653;24.064688;1;0;1;0;0;2017;3;3;19;Львів;Наїзд на пішохода;Інше
понеділок;Франківський;Городоцька;зіткнення з задньою частиною ТЗ;Невідомо;3;49.833831;23.986142;2;0;1;0;0;2017;3;0;7;Львів;Зіткнення автомобілів;Інше
четвер;Франківський;Кульпарківська;зіткнення бокове;порушення правил маневрування, порушення правил проїзду перехресть;3;49.818846;23.987725;1;0;2;0;0;2017;3;3;10;Львів;Зіткнення автомобілів;Порушення маневрування
п'ятниця;Сихівський;Червоної Калини, просп.;падіння пасажира;Невідомо;2;49.79786;24.050961;1;0;1;0;0;2017;3;4;12;Львів;Падіння пасажира;Інше
вівторок;Шевченківський;Липинського В.;зіткнення з задньою частиною ТЗ;Невідомо;2;49.860134;24.026939;0;0;1;1;1;2017;3;1;0;Львів;Зіткнення автомобілів;Інше
середа;Личаківський;Глинянський Тракт;зіткнення бокове;недодержання дистанції;2;49.840145;24.08967;1;0;1;0;0;2017;3;2;9;Львів;Зіткнення автомобілів;Недотримання дистанції
п'ятниця;Сихівський;Зелена;наїзд на пішохода - пішохід рухався у зустрічному напрямку;Невідомо;2;49.797943;24.071823;1;0;1;0;0;2017;3;4;18;Львів;Наїзд на пішохода;Інше
неділя;Залізничний;Виговського І.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;Невідомо;2;49.813561;23.976792;1;0;1;0;0;2017;3;6;15;Львів;Наїзд на пішохода;Інше
субота;Галицький;Торгова;наїзд на пішохода - на регульованому пішохідному переході;Невідомо;2;49.844746;24.027223;1;0;0;1;0;2017;3;5;8;Львів;Наїзд на пішохода;Інше
п'ятниця;Шевченківський;Шолом-Алейхема;наїзд на пішохода - пішохід рухався у зустрічному напрямку;невиконання вимог сигналів регулювання, пішоходи невиконання вимог сигналів регулювання;2;49.843103;24.020807;1;0;1;0;0;2017;3;4;22;Львів;Наїзд на пішохода;Інше
понеділок;Галицький;Городоцька;наїзд на пішохода - пішохід рухався у зустрічному напрямку;Невідомо;3;49.837747;24.005798;1;0;2;0;0;2017;3;0;21;Львів;Наїзд на пішохода;Інше
четвер;Личаківський;Пасічна;наїзд на інші види перешкод;перевищення безпечної швидкості;2;49.82609;24.073126;0;0;2;0;0;2017;3;3;3;Львів;Наїзд на перешкоду;Перевищення швидкості
п'ятниця;Шевченківський;Панча П.;наїзд на пішохода - пішохід рухався у зустрічному напрямку;порушення правил проїзду пішохідних переходів, неочікуваний вихід на проїзну частину;2;49.862112;24.018549;1;0;1;0;1;2017;3;4;17;Львів;Наїзд на пішохода;Порушення проїзду переходів
